id,type,title,bibcite_year,text_author,text_keyword,bibcite_secondary_title,bibcite_volume,bibcite_issue,bibcite_pages,bibcite_publisher,bibcite_isbn,bibcite_issn,bibcite_doi,bibcite_url,bibcite_citekey,status
24771,conference_proceedings,"On the Theoretical Foundations of Transmedial Narratology",,"M. Ryan",,,,,1-24,Berlin,"1612-8427 3110183528",,,,,1
24772,journal_article,"From Parallel Universes to Possible Worlds: Ontological Pluralism in Physics, Narratology, and Narrative",2006,"M. Ryan",,"Poetics Today",27,,633-674,,,0333-5372,,,,1
24773,journal_article,"Diagramming narrative",2007,"M. Ryan",,Semiotica,165,,11-40,,,0037-1998,,,,1
24774,journal_article,"Interactive Narrative, Plot Types, and Interpersonal Relations",2008,"M. Ryan",,"Lecture Notes in Computer Science",,,6-13,,,0302-9743,,,,1
24775,conference_proceedings,"Interactive Narrative, Plot Types, and Interpersonal Relations",,"M. Ryan",,,,,6-13,Berlin,"0302-9743 9783540894247",,,,,1
24776,journal_article,"A Beautiful Game-Oral Narrative and Soccer",2002,"P. Ryan",,"Childrens Literature in Education",33,2,149-163,,,0045-6713,,,,1
24777,conference_proceedings,"LISTEN UP! A Storytelling Residency Involving Schools in the Western Education & Library Board, Northern Ireland",,"P. Ryan",,,,,130-140,Lichfield:,0954638409,,,,,1
24778,journal_article,"The Storyteller in Context: Storyteller Identity and Storytelling Experience",2008,"P. Ryan",,"Storytelling Self Society",4,2,64-87,,,1550-5340,,,,1
24779,journal_article,"Stephen Prickett. Origins of Narrative: The Romantic Appropriation of the Bible",1998,"R. Ryan",,"European Romantic Review",9,1,134-136,,,1050-9585,,,,1
24780,conference_proceedings,"Succeeding despite the odds: a narrative of hurdles obstructing lifelong learning pathways",,"S. Ryan",,,,,338-341,London:,0951639730,,,,,1
24781,journal_article,"Narrative and Deliberation in Small Group Forums",2006,"D. Ryfe",,"Journal of Applied Communication Research",34,,72-93,,,0090-9882,,,,1
24782,journal_article,"But the Shadow of Her Story: Narrative Unsettlement, Self-Inscription, and Translation in Pauline Johnson s Legends of Vancouver",2001,"D. Rymhs",,"Studies in American Indian Literatures",13,4,51-78,,,,,,,1
24783,journal_article,"The narrative labyrinth of violent dying",2005,"E. Rynearson",,"Death Stud",29,4,351-60,,,"0748-1187 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=15849883,,1
24784,conference_proceedings,"Story Mat: A Play Space with Narrative Memories",,"K. Ryokai, J. Cassell",,,,,201,Acm,1581130988,,,,,1
24785,conference_proceedings,"Computer Support for Children s Collaborative Fantasy Play and Storytelling",,"K. Ryokai, J. Cassell",,,,,510-517,np,,,,,,1
24786,journal_article,"Virtual peers as partners in storytelling and literacy learning",2003,"K. Ryokai, C. Vaucelle, J. Cassell",,"Journal of Computer Assisted Learning",19,2,195-208,,,0266-4909,,,,1
24787,journal_article,"Resolution of conflicting opinions in preschoolers  narrative discourse",1996,"J. Rytel",,"Polish Psychological Bulletin",27,3,273-280,,,0079-2993,,,,1
24788,journal_article,"Narrative interviewing and narrative analysis in a study of a cross-border merger",2006,"A. SÃ¸derberg",,"Management International Review",46,4,397-416,,,,,,,1
24789,journal_article,"The Concept of Projective Identification: A Narrative Critique",1995,"C. Saari",,"Smith College Studies in Social Work",66,1,3-16,,,0037-7317,,,,1
24790,conference_proceedings,"The neural basis of narrative imagery: emotion and action",,"D. Sabatinelli, P. Lang, M. Bradley, T. Flaisch",,,,,93-104,Amsterdam,"0079-6123 0444521828 9780444521828",,,,,1
24791,journal_article,"The neural basis of narrative imagery: emotion and action",2006,"D. Sabatinelli, P. Lang, M. Bradley, T. Flaisch",,"Prog Brain Res",156,,93-103,,,"0079-6123 (Print)","S0079-6123(06)56005-4 [pii] 10.1016/S0079-6123(06)56005-4",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=17015076,,1
24792,journal_article,"Narrative di crisi. Sulla forma di alcuni romanzi e novelle di Federigo Tozzi",2003,"E. Saccone",,Mln,118,1,194-208,,,0026-7910,,,,1
24793,conference_proceedings,"Stories and Social Networks",,"W. Sack",,,,,30-37,Aaai,1577351037,,,,,1
24794,journal_article,"Narrative and medicine",1993,"O. Sacks",,"Mt Sinai J Med",60,2,127-31,,,"0027-2507 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=8469244,,1
24795,journal_article,"Narrative Social Structure: Anatomy of the Hadith Transmission Network, 610-1505 by Recep Senturk",2007,"B. Sadeki",,"Journal of Interdisciplinary History",38,,328-329,,,0022-1953,,,,1
24796,journal_article,"Digital storytelling: a meaningful technology-integrated approach for engaged student learning",2008,"A. Sadik",,"Educational Technology Research and Development",56,4,487-506,,,1042-1629,,,,1
24797,journal_article,"Agency, Narrative, and Self: A Philosophical Case Conference",2003,"J. Sadler, K. Fulford",,"Philosophy Psychiatry and Psychology",10,4,295-296,,,,,,,1
24798,journal_article,"""in an Evil Hour"": Confessions, Narrative Framing, and Cultural Complicity in Law and Literature",2002,"M. Sadowski",,"Connecticut Law Review",34,2,695-716,,,,,,,1
24799,journal_article,"Examining the Reading Difficulty of Secondary Students with Learning Disabilities: Expository Versus Narrative Text",2002,"L. Saenz, L. Fuchs",,"Remedial and Special Education",23,1,31-41,,,0741-9325,,,,1
24800,journal_article,"Postmodern therapies: A brief introduction to Collaborative Therapy, Narrative Therapy and Solution Focused Therapy",2006,"M. Saez",,"Psicologia Conductual",14,,511-532,,,1132-9483,,,,1
24801,journal_article,"Foster, Susan Leigh. Choreography and Narrative: Ballet s Staging of Story and Desire",1997,"L. Safford",,"Nineteenth Century French Studies",26,1/2,241-242,,,0146-7891,,,,1
24802,journal_article,"Carol Jacobs and Henry Sussman, eds. Acts of Narrative",2003,"I. Safit",,Mln,118,5,1323-1326,,,0026-7910,,,,1
24803,journal_article,"An Interplay of Learning, Creativity and Narrative Biography in a Mental Health Setting: Bertie s Story",2007,"O. Sagan",,"Journal of Social Work Practice",21,3,311-321,,,,,,,1
24804,journal_article,"The loneliness of the long-anxious learner: mental illness, narrative biography and learning to write",2008,"O. Sagan",,"Psychodynamic Practice",14,1,43-58,,,,,,,1
24805,journal_article,"Black Venice: Conspiracy and Narrative Masquerade in Schiller, Zschokke, Lewis and Hoffmann",2006,"V. Sage",,"Gothic Studies",8,,52-72,,,1362-7937,,,,1
24806,journal_article,"Automatic encoding of clinical narrative",1982,"N. Sager, I. Bross, G. Story, P. Bastedo, E. Marsh, D. Shedd",,"Comput Biol Med",12,1,43-56,,,"0010-4825 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=7075165,,1
24807,journal_article,"DAVIS, COLIN, and ELIZABETH FALLAIZE, French Fiction in the Mitterrand Years: Memory, Narrative, Desire",2002,"M. Saigal",,"French Review",76,2,406,,,0016-111X,,,,1
24808,journal_article,"Storytellers and Storytelling in Northeast Thailand",2008,"P. Saihong",,"Storytelling Self Society",4,1,20-35,,,1550-5340,,,,1
24809,journal_article,"Writing From the Border, Doing Away With Margins: Carl Muller s Sri Lankan Burgher Narrative",2008,"D. Saikia",,"Cross Cultures",95,,97-112,,,0924-1426,,,,1
24810,journal_article,"SINGER, Creating Histories: Oral Narrative and the Politics of History-Making",2000,"Y. Saikia",,"Journal of Asian Studies",59,4,1084,,,0021-9118,,,,1
24811,journal_article,"Thomas Easterly s Big Mound Daguerreotypes: A Narrative of Community",2004,"R. Sailor",,"American Studies",49,2,141-158,,,0340-2827,,,,1
24812,conference_proceedings,"Los cuentos de Rafaela Contreras (Stella)",,"Sainz de Medrano",,,,,367-380,"Lelida Spain",8489790116,,,,,1
24813,journal_article,"[Consideration of the psychosocial background of patients: Narrative-based medicine]",2003,"S. Saito",,"Nippon Naika Gakkai Zasshi",92,10,2053-8,,,"0021-5384 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=14621601,,1
24814,journal_article,"[Narrative-based medicine and clinical knowledge]",2006,"S. Saito",,"Seishin Shinkeigaku Zasshi",108,2,176-81,,,"0033-2658 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=16562515,,1
24815,journal_article,"Clinical application of color inkblots in therapeutic storytelling",2007,"T. Sakaki, Y. Ji, S. Ramirez",,"Arts in Psychotherapy",34,3,208-215,,,0197-4556,,,,1
24816,journal_article,"Our Home Is Drowning  : Inupiat Storytelling and Climate Change in Point Hope, Alaska",2008,"C. Sakakibara",,"Geographical Review",98,,456-475,,,0016-7428,,,,1
24817,conference_proceedings,"A Probable Solution to the Problem of the Chronicle of the Turkish Sultans",,"D. Sakel",,,,,204-220,Melbourne,1876503246,,,,,1
24818,conference_proceedings,"Los recursos fantasticos y maravillosos en la narrativa de Estebanez Calderon",,"J. Valldaura",,,,,61-76,"Lelida Spain",8489790116,,,,,1
24819,journal_article,"Actor-Network Theory and Critical Sociology",2003,"A. Saldanha",,"Critical Sociology",29,3,419-432,,,0896-9205,,,,1
24820,journal_article,"David Stern, Parables in Midrash: Narrative and Exegesis in Rabbinic Literature",1996,"A. Saldarini",,"Religious Studies Review",22,2,119-123,,,0319-485X,,,,1
24821,journal_article,"Constituting Americans: Cultural Anxiety and Narrative Form by Priscilla Wald",1996,"M. Sale",,"American Literature",68,4,855,,,0002-9831,,,,1
24822,journal_article,"Le << storytelling >> ou l art du mensonge ?",2008,"C. Salmon",,"Magazine Litteraire",,,24-25,,,0024-9807,,,,1
24823,journal_article,"The Waiting Place: A caregiver s narrative",2006,"N. Salmon",,"Australian Occupational Therapy Journal",53,3,181-187,,,0045-0766,,,,1
24824,journal_article,"Attachment and family therapy: introducing a narrative approach",1997,"P. Salmond",,"Social Work Review",9,3,27-32,,,0111-7351,,,,1
24825,journal_article,"A Narrative-Based View of Coexistence Education",2004,"G. Salomon",,"Journal of Social Issues",60,2,273-287,,,0022-4537,,,,1
24826,journal_article,"David Herman, ed., Narrative Theory and Cognitive Sciences",2004,"D. Salt",,"Journal of Consciousness Studies.",11,5/6,184,,,1355-8250,,,,1
24827,journal_article,"The Narrative Gap in Ottoman Armenian History",2003,"J. Salt",,"Middle Eastern Studies",39,1,19-36,,,0026-3206,,,,1
24828,journal_article,"Narrative Therapy Pathways for Re-authoring with Parents of Adolescents Coming-out as Lesbian, Gay, and Bisexual",2007,"S. Saltzburg",,"Contemporary Family Therapy",29,1-2,57-69,,,0892-2764,,,,1
24829,journal_article,"A model of narrative development: implications for understanding psychopathology and guiding therapy",2004,"G. Salvatore, G. Dimaggio, A. Semerari",,"Psychol Psychother",77,"Pt 2",231-54,,,"1476-0835 (Print)",10.1348/147608304323112519,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=15193195,,1
24830,journal_article,"Herbert Gutman s Narrative of the American Working Class: A Reevaluation",1998,"N. Salvatore",,"International Journal of Politics Culture and Society",12,1,43-80,,,0891-4486,,,,1
24831,journal_article,"Two Versions of the Solomon Narrative: An Inquiry into the Relationship between MT 1 Kgs. 2-11 and LXX 3 Reg. 2-11 (P. S. F. Van Keulen)",2006,"A. Salvesen, T. Law",,"Journal of Theological Studies",57,2,568-570,,,0022-5185,,,,1
24832,conference_proceedings,"Linking Video and Text via Representations of Narrative",,"A. Salway, M. Graham, E. Tomadaki, Y. Xu",,,,,104-112,"AAAI Press",1577351908,,,,,1
24833,journal_article,"The Importance of Being Saul Bellow: Narcissistic Narrative and the Parodic Impulse in Ravelstein",2003,"J. Salzberg",,"Saul Bellow Journal",19,,36-52,,,0735-1550,,,,1
24834,journal_article,"Ray Young Bear s Cantaloupe Terrorist: Storytelling as a Site of Resistance",1995,"M. Salzer",,"American Indian Quarterly",19,3,301-318,,,0095-182X,,,,1
24835,journal_article,"Narrative Approach to Assessing Interactions Between Society, Community, and Person",1998,"M. Salzer",,"Journal of Community Psychology",26,6,569-580,,,,,,,1
24836,journal_article,"Toward a Narrative Conceptualization of Stereotypes: Contextualizing Perceptions of Public Housing Residents",2000,"M. Salzer",,"Journal of Community and Applied Social Psychology",10,2,123-138,,,1052-9284,,,,1
24837,journal_article,"A Healing Narrative",2003,"R. Sam",,"Arctic Anthropology",40,2,70-74,,,0066-6939,,,,1
24838,journal_article,"Narrative Connections in the Family Context: Summary and Conclusions",1999,"A. Sameroff, B. Fiese",,"Monographs- Society for Research in Child Development",64,257,105-123,,,0037-976X,,,,1
24839,conference_proceedings,"Authorial Context and Reported Speech: Construction of Textual Authority in Sierra Popoluca Traditional Narrative Performance",,"K. Sammons",,,,,59-76,Austin,,,,,,1
24840,journal_article,"Authorial Context and Reported Speech: Construction of Textual Authority in Sierra Popoluca Traditional Narrative Performance",1996,"K. Sammons",,"Texas Linguistic Forum",36,,59-76,,,0741-2576,,,,1
24841,journal_article,"Robert Foulke, The Sea Voyage Narrative",1998,"J. Samson",,"American Neptune",58,4,389,,,0003-0155,,,,1
24842,conference_proceedings,"Narrative History in Medieval Poland",,"H. Samsonowicz",,,,,7-20,Warsaw,8385618171,,,,,1
24843,journal_article,"Evaluating negative process: a comparison of working alliance, interpersonal behavior, and narrative coherency among three psychotherapy outcome conditions",2008,"L. Samstag, J. Muran, P. Wachtel, A. Slade, J. Safran, A. Winston",,"Am J Psychother",62,2,165-94,,,"0002-9564 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=18605129,,1
24844,journal_article,"John Launer. Narrative-based primary care: a practical guide",2003,"O. Samuel",,"Family Practice",20,1,98,,,0263-2136,,,,1
24845,journal_article,"Open Eyes and Change Lives: Narrative Resources Addressing Gay-Straight Themes",2005,"A. Sanchez",,"English Journal",94,,46-48,,,0013-8274,,,,1
24846,journal_article,"Deserted Cities: Pop and Disenchantment in Turn-of-the-Century Latin American Narrative",2001,"A. Sanchez",,"Hispanic Issues",22,,207-221,,,0893-2395,,,,1
24847,conference_proceedings,"HyperStories: interactive narrative in virtual worlds",,"J. Sanchez, M. Lumbreras",,,,,329-338,Hermes,"1280-7842 2866016386",,,,,1
24848,journal_article,"Cultural authenticity and transnational Latina youth: Constructing a meta-narrative across borders",2007,"P. Sanchez",,"Linguistics and Education",18,3-4,258-282,,,0898-5898,,,,1
24849,conference_proceedings,"Title unknown",,"Sanchez Rodriguez",,,,,195-212,"Lelida Spain",8489790116,,,,,1
24850,journal_article,"The Story of the Boston Massacre: A Storytelling Opportunity for Character Education",2005,"T. Sanchez",,"Social Studies",96,,265-270,,,0037-7996,,,,1
24851,journal_article,"Harry Truman and the Atomic Bomb: An Excursion into Character Education Through Storytelling",2006,"T. Sanchez",,"American Secondary Education",35,,58-65,,,0003-1003,,,,1
24852,journal_article,"""Telling Tales"": The Teaching of American History through Storytelling",2005,"T. Sanchez, R. Mills",,"Social Education",69,,269-274,,,0037-7724,,,,1
24853,conference_proceedings,"La structure narrative de l experience feerique dans les lais anonymes des XIIe et XIIIe siecles",,"Sanchezi Vaque",,,,,369-386,"Santiago de Compostela",8481216860,,,,,1
24854,journal_article,"Twelve tips for using digital storytelling to promote reflective learning by medical students",2008,"J. Sandars, C. Murray, A. Pellow",,"Medical Teacher",30,8,774-777,,,0142-159X,,,,1
24855,journal_article,"Telling stories: narrative approaches in qualitative research",1991,"M. Sandelowski",,"Image J Nurs Sch",23,3,161-6,,,"0743-5150 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=1916857,,1
24856,journal_article,"We are the stories we tell: narrative knowing in nursing practice",1994,"M. Sandelowski",,"J Holist Nurs",12,1,23-33,,,"0898-0101 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=7806848,,1
24857,journal_article,"Out of the Closet: The Importance of Stories and Storytelling in Planning Practice",2003,"L. Sandercock",,"Planning Theory and Practice",4,1,11-28,,,1464-9357,,,,1
24858,journal_article,"Perspective and attribution: The cognitive representation of biblical narrative",1996,"J. Sanders",,Poetics,24,1,57-80,,,0304-422X,,,,1
